id,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
65,Best location 1BR Apt in HK - Shops & Sights,Apartment,Hong Kong,CHN,22.29663,114.17088,Tsim Sha Tsui,4,997,2,160,1,60,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",170,1,2,Entire home/apt,06-02-2019 05:00,145,94,17,Simon,2657469,TRUE
68,BBC OPORTO 4X2,Apartment,Portugal,PRT,41.16246,-8.60069,,8,100,1,0,3,1125,flexible,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo']",264,4,8,Entire home/apt,30-12-2018 05:00,71,88,3,Cristina,3104922,FALSE
70,luxury apartment in istanbul taxsim,Apartment,Turkey,TUR,41.03326,28.98538,Cihangir,4,269,3,42,2,1125,strict_14_with_grace_period,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo']",317,1,3,Entire home/apt,04-02-2019 05:00,135,91,10,Osman,5386341,TRUE
71,Pousada das Colonias,Bed and breakfast,Brazil,BRA,-23.0046334,-43.30897458,Barra da Tijuca,2,138,2,70,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Breakfast', 'Family/kid friendly', 'Essentials', 'Hangers']",347,1,1,Private room,03-02-2019 05:00,9,98,4,Lidia Maria,48463017,TRUE
72,Quarto Taquara - Jacarepaguá,Apartment,Brazil,BRA,-22.91636184,-43.3703522,,2,101,1,20,2,1125,strict_14_with_grace_period,"['Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",365,1,1,Private room,16-05-2016 04:00,1,100,2,Luana,3026612,FALSE
73,Banyan Bungalow,Bungalow,United States of America,USA,21.57561,-158.1602,Oʻahu,2,100,1,20,2,300,flexible,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",321,0,1,Entire home/apt,19-02-2019 05:00,99,96,1,Bobby,53507053,TRUE
74,Beautiful flat with services,Apartment,Brazil,BRA,-22.98255731,-43.20577175,Ipanema,4,351,4,500,3,1125,strict_14_with_grace_period,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove']",316,2,2,Entire home/apt,22-01-2019 05:00,32,95,2,Liliane,36696735,TRUE
75,(1) Beach Guest House - Go Make A Trip,Bed and breakfast,Brazil,BRA,-23.00899169,-43.35397067,Barra da Tijuca,2,112,2,0,1,1125,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron']",309,1,1,Private room,22-09-2017 04:00,11,98,8,Rafael,4765935,TRUE
76,"Studio convenient to CBD, beaches, street parking.",Guest suite,Australia,AUS,-33.7975,151.26108,Balgowlah,5,45,2,25,2,3,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Outlet covers', 'High chair', 'Children’s books and toys', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Step-free access']",0,1,4,Entire home/apt,23-09-2018 04:00,104,96,1,Leslie,4548918,TRUE
77,Bondi Beach Dreaming 3-Bed House,House,Australia,AUS,-33.8872,151.27448,Bondi Beach,8,399,6,35,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",0,3,6,Entire home/apt,11-11-2018 05:00,139,96,5,Cat,2509326,TRUE
78,March 2019 availability! Oceanview on Sugar Beach!,Condominium,United States of America,USA,20.78621,-156.46881,Maui,4,229,1,0,4,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",228,1,3,Entire home/apt,10-01-2019 05:00,19,94,1,Gage,5738969,FALSE
80,Where Castles and Art meet the Sea,Apartment,Portugal,PRT,41.17544,-8.68887,,4,80,1,0,5,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",27,1,2,Entire home/apt,04-01-2019 05:00,13,95,1,Jose,53059934,TRUE
82,Homely Room in 5-Star New Condo@MTR,Condominium,Hong Kong,CHN,22.32074,114.17094,Yau Tsim Mong,2,479,1,150,28,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you']",3,1,1,Private room,31-08-2017 04:00,179,94,5,Crystal,53247930,TRUE
84,The Garden Studio,Guesthouse,Australia,AUS,-33.90318,151.15036,Marrickville,2,129,1,0,2,40,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Other']",365,1,1,Entire home/apt,11-02-2019 05:00,146,97,1,Cath,3251237,TRUE
86,Cheerful new renovated central apt,Apartment,Turkey,TUR,41.03735,28.97477,Beyoglu,8,264,4,36,3,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Step-free access', 'Host greets you']",326,3,4,Entire home/apt,10-02-2019 05:00,77,94,1,Aybike,22766460,TRUE
87,Heroísmo IV,Apartment,Portugal,PRT,41.1462,-8.59275,,2,29,2,0,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Long term stays allowed', 'Host greets you', 'Handheld shower head']",309,0,1,Entire home/apt,22-10-2018 04:00,31,89,9,Apartments2Enjoy,9320470,FALSE
89,Condomínio Praia Barra da Tijuca,Condominium,Brazil,BRA,-23.00970269,-43.32231287,Barra da Tijuca,6,351,1,0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Other']",172,2,5,Entire home/apt,04-01-2019 05:00,18,95,1,Paula,54221119,FALSE
90,位於深水埗地鐵站的溫馨公寓,Apartment,Hong Kong,CHN,22.32733,114.16262,Sham Shui Po,4,353,1,50,1,1125,strict_14_with_grace_period,"['TV', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Hot water']",365,1,2,Private room,25-12-2017 05:00,18,71,28,Aaron,16313394,FALSE
91,Tropical Jungle Oasis,Condominium,United States of America,USA,19.73108,-155.09259,Island of Hawaiʻi,4,125,1,0,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",65,2,3,Entire home/apt,22-02-2019 05:00,65,96,1,Douglas,54294012,FALSE
93,Cozy bedroom Sagrada Familia,Apartment,Spain,ESP,41.40087,2.17963,Eixample,2,20,1,0,2,1125,flexible,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Laptop friendly workspace']",0,1,2,Private room,14-02-2016 05:00,1,100,1,Rapha,1929411,TRUE
94,Whole Apt. in East Williamsburg,Apartment,United States of America,USA,40.70687,-73.93981,Williamsburg,4,125,2,30,4,90,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",168,1,1,Entire home/apt,19-02-2019 05:00,126,96,3,Guillermo,4148248,TRUE
95,Jubilee By The Sea (Ocean Views),House,United States of America,USA,19.61318,-155.97349,Island of Hawaiʻi,11,325,8,25,2,90,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Other']",267,4,6,Entire home/apt,26-02-2019 05:00,45,98,3,Nate,54391530,TRUE
96,Sun filled comfortable apartment,Apartment,Australia,AUS,-33.87604,151.22559,Elizabeth Bay/Rushcutters Bay,2,85,1,0,1,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron']",0,1,1,Entire home/apt,22-02-2016 05:00,2,100,1,Harry,23405752,FALSE
97,Park Guell apartment with terrace,Apartment,Spain,ESP,41.41582,2.15836,Can Baro,6,85,6,0,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",174,2,3,Entire home/apt,30-12-2018 05:00,51,71,12,Alexandra Y Juan,54320669,TRUE
98,Spacious and well located apartment,Apartment,Portugal,PRT,41.16093,-8.6114,,6,60,3,8,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",314,2,3,Entire home/apt,04-11-2018 04:00,20,89,5,Andre,12870591,TRUE
99,Jardim Botânico Gourmet 2 bdroom,Apartment,Brazil,BRA,-22.96448812,-43.22076223,Jardim Botânico,6,395,4,35,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Changing table', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",342,2,5,Entire home/apt,15-10-2018 04:00,9,91,18,Roberta (Beta) Gatti,3665789,FALSE
100,Charming Spacious Park Slope Studio,Guest suite,United States of America,USA,40.6651,-73.98307,Brooklyn,3,135,2,25,3,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",204,0,0,Entire home/apt,04-02-2019 05:00,115,98,1,Ildiko,54539364,FALSE
101,Panoramic Ocean View Studio in  Quiet Setting,Guesthouse,United States of America,USA,21.29561,-157.78578,Oʻahu,2,120,1,15,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Free street parking', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",323,1,1,Entire home/apt,18-02-2019 05:00,114,95,2,Andrei,308899,TRUE
102,Grand apartment Sagrada Familia,Apartment,Spain,ESP,41.39716,2.18146,el Fort Pienc,8,169,10,0,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",211,4,6,Entire home/apt,20-02-2019 05:00,77,90,12,Alexandra Y Juan,54320669,TRUE
103,Nice Cosy Room In Taksim,Apartment,Turkey,TUR,41.03376,28.98648,Beyoglu,2,105,1,60,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Essentials', 'Shampoo']",336,1,1,Private room,23-12-2018 05:00,31,96,2,Nihat,5823933,FALSE
105,Serene luxury in Harlem,Apartment,United States of America,USA,40.80708,-73.95211,Manhattan,1,80,1,0,3,1125,moderate,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bed linens', 'Extra pillows and blankets']",339,1,1,Private room,05-01-2019 05:00,10,100,1,Erika,54761069,TRUE
107,Ribeira Smart Flat,Apartment,Portugal,PRT,41.14295,-8.61602,,6,80,2,10,2,1124,strict_14_with_grace_period,"['Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",214,3,3,Entire home/apt,05-02-2019 05:00,132,92,4,Mathieu,54662715,FALSE
108,"Charming Apartment,perfect Location",Apartment,Brazil,BRA,-22.96492239,-43.17596612,Copacabana,4,351,2,60,2,89,super_strict_30,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",317,1,2,Entire home/apt,02-01-2019 05:00,110,95,65,Fabio,1381764,TRUE
109,GREAT Apartment at Barra da Tijuca,Apartment,Brazil,BRA,-23.0111246,-43.32984176,Barra da Tijuca,6,933,4,19,4,100,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Gym', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Private living room', 'Bathtub', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Step-free access', 'Host greets you', 'Beachfront', 'Handheld shower head']",0,3,7,Entire home/apt,02-05-2018 04:00,13,100,2,Luiz Henrique,54904357,FALSE
